anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,generated_answer
Baseline,dense_faiss,Where did Harold II die?,Battle of Hastings,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",Battle of Hastings
Baseline,dense_faiss,Who killed Harold II? ,William II,"In 1066, Duke William II of Normandy conquered England killing King Harold II at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of Eng",Duke William II of Normandy
Baseline,dense_faiss,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"The Normans (Norman: Nourmands; French: Normands; Latin: Normanni) were the people who in the 10th and 11th centuries gave their name to Normandy, a region in France. They were descended from Norse (""",King Charles III of West Francia
Baseline,dense_faiss,Who was Margaret's brother?,Edgar,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Duke Richard II of Normandy
Baseline,dense_faiss,Who was Margaret's husband?,King Malcolm III of Scotland,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Richard the Lion-Heart
Baseline,dense_faiss,Who was the hostage?,Duncan,"In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre. But a storm dispersed the fleet. After some searching, it was discovered that the boat carrying his siste",Isaac Komnenos
Baseline,dense_faiss,Who did Alexander I marry?,Sybilla of Normandy,"Tesla never married; he said his chastity was very helpful to his scientific abilities.:33 However, toward the end of his life, he told a reporter, ""Sometimes I feel that by not marrying, I made too g","women vying for Tesla's affection, even some madly in love with him"
Baseline,dense_faiss,Where was Ralph earl of?,Hereford,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",Hereford
Baseline,dense_faiss,Who was Ralph in charge of being at war with?,the Welsh,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",the Welsh
Baseline,dense_faiss,Who made Ralph earl?,Edward the Confessor,"Even before the Norman Conquest of England, the Normans had come into contact with Wales. Edward the Confessor had set up the aforementioned Ralph as earl of Hereford and charged him with defending th",Edward the Confessor
Baseline,dense_faiss,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a Norman principality in Antioch. They were major foreign participants in the Recon,William of Montreuil
Baseline,dense_faiss,What was the name of Bohemond's nephew?,Tancred,"In 1096, Crusaders passing by the siege of Amalfi were joined by Bohemond of Taranto and his nephew Tancred with an army of Italo-Normans. Bohemond was the de facto leader of the Crusade during its pa",Tancred
Baseline,dense_faiss,Who was Richard's fiancee?,Berengaria,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Berengaria of Navarre
Baseline,dense_faiss,Who ruled Cyprus in 1191?,Isaac Komnenos,"Bethencourt took the title of King of the Canary Islands, as vassal to Henry III of Castile. In 1418, Jean's nephew Maciot de Bethencourt sold the rights to the islands to Enrique Pérez de Guzmán, 2nd",Enrique Pérez de Guzmán
Baseline,dense_faiss,Who was Guy's Rival?,Conrad of Montferrat,"Tesla was a good friend of Francis Marion Crawford, Robert Underwood Johnson, Stanford White, Fritz Lowenstein, George Scherff, and Kenneth Swezey. In middle age, Tesla became a close friend of Mark T",George Scherff
Baseline,dense_faiss,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"Various princes of the Holy Land arrived in Limassol at the same time, in particular Guy de Lusignan. All declared their support for Richard provided that he support Guy against his rival Conrad of Mo",Guy de Lusignan
Baseline,dense_faiss,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"While in Limassol, Richard the Lion-Heart married Berengaria of Navarre, first-born daughter of King Sancho VI of Navarre. The wedding was held on 12 May 1191 at the Chapel of St. George and it was at",Richard the Lion-Heart
Baseline,dense_faiss,Who became the King of the Canary Islands?,Bethencourt,"Bethencourt took the title of King of the Canary Islands, as vassal to Henry III of Castile. In 1418, Jean's nephew Maciot de Bethencourt sold the rights to the islands to Enrique Pérez de Guzmán, 2nd",Bethencourt
Baseline,dense_faiss,Who bought the rights?,Enrique Pérez de Guzmán,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Robert Lane and Benjamin Vail
Baseline,dense_faiss,Who sold the rights?,Maciot de Bethencourt,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",Tesla
Baseline,dense_faiss,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. Norman customary law was tra,in the Channel Islands
Baseline,dense_faiss,Who used the church to unify themselves?,dukes,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",monks
Baseline,dense_faiss,Who commissioned the Tapestry?,Odo,"By far the most famous work of Norman art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing n",Odo
Baseline,dense_faiss,Who were the two abbots at Fécamp Abbey?,William of Volpiano and John of Ravenna,Normandy was the site of several important developments in the history of classical music in the 11th century. Fécamp Abbey and Saint-Evroul Abbey were centres of musical production and education. At ,William of Volpiano and John of Ravenna
Baseline,dense_faiss,Where did the monks flee to?,southern Italy,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",southern Italy
Baseline,dense_faiss,Who patronized the monks in Italy? ,Robert Guiscard,"At Saint Evroul, a tradition of singing had developed and the choir achieved fame in Normandy. Under the Norman abbot Robert de Grantmesnil, several monks of Saint-Evroul fled to southern Italy, where",Robert Guiscard
Baseline,dense_faiss,Who did Tesla work for in the 1880s?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_faiss,Tesla's induction motor and transformer was licensed by whom?,George Westinghouse,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City. He soon struck out on his own with financial ,George Westinghouse
Baseline,dense_faiss,Where did Tesla work with Edison?,New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works on Manhattan's lower east side
Baseline,dense_faiss,Who licensed Tesla's induction motor?,George Westinghouse,"In July 1888, Brown and Peck negotiated a licensing deal with George Westinghouse for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per",George Westinghouse
Baseline,dense_faiss,Other than New York where did Tesla conduct experiments?,Colorado Springs,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Baseline,dense_faiss,Where was his unfinished project called?,Wardenclyffe Tower project,"During the same year, Tesla wrote a treatise, The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media, concerning charged particle beam weapons. Tesla published the document",The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media
Baseline,dense_faiss,Where did Tesla live for much of his life?,New York hotels,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",in a series of New York hotels
Baseline,dense_faiss,Who did Tesla credit for his abilities?,his mother's genetics,"Tesla was renowned for his achievements and showmanship, eventually earning him a reputation in popular culture as an archetypal ""mad scientist"". His patents earned him a considerable amount of money,",the General Conference on Weights and Measures named the SI unit of magnetic flux density the tesla in his honor
Baseline,dense_faiss,Where did Tesla believe his talents came from?,his mother's genetics and influence,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City. He soon struck out on his own with financial ,telephony and electrical engineering
Baseline,dense_faiss,Where did the family move in 1862?,"Gospić, Austrian Empire","The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Normandy
Baseline,dense_faiss,Who was Tesla influenced by while in school?,Martin Sekulić,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Martin Sekuli
Baseline,dense_faiss,Who was Tesla's main influence in Karlovac?,Martin Sekulić,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Martin Sekuli
Baseline,dense_faiss,Where did Tesla return to in 1873?,Smiljan,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Baseline,dense_faiss,Where did Tesla run to avoid the army draft?,Tomingaj,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",Gospi
Baseline,dense_faiss,Whose works helped Tesla recover from illness?,Mark Twain,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment o",Tesla's father
Baseline,dense_faiss,Where was Austrian Polytechnic located?,"Graz, Austria","In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",within the Austro-Hungarian Military Frontier
Baseline,dense_faiss,Where did Tesla teach in Gospic?,Higher Real Gymnasium,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",Higher Real Gymnasium
Baseline,dense_faiss,Where did Tesla go upon leaving Gospic?,Prague,"On 24 March 1879, Tesla was returned to Gospić under police guard for not having a residence permit. On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (alt",his old school
Baseline,dense_faiss,Where was Tesla hoping to attend classes in Prague?,Charles-Ferdinand University,"In 1870, Tesla moved to Karlovac, to attend school at the Higher Real Gymnasium, where he was profoundly influenced by a math teacher Martin Sekulić.:32 The classes were held in German, as it was a sc",Karlovac
Baseline,dense_faiss,Who gave Tesla money to go to Prague?,two of Tesla's uncles,"In 1952, following pressure from Tesla's nephew, Sava Kosanović, Tesla's entire estate was shipped to Belgrade in 80 trunks marked N.T. In 1957, Kosanović's secretary Charlotte Muzar transported Tesla",Sava Kosanovi
Baseline,dense_faiss,Where did Tesla move in 1881?,Budapest,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Baseline,dense_faiss,Which company did Tesla work for in 1881?,Budapest Telephone Exchange,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_faiss,Where did Tesla work in Budapest?,a telegraph company,"In 1881, Tesla moved to Budapest to work under Ferenc Puskás at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fu",Budapest Telephone Exchange
Baseline,dense_faiss,What was the name of the telegraph company Tesla returned to after it became functional?,Budapest Telephone Exchange,"In 1881, Tesla moved to Budapest to work under Ferenc Puskás at a telegraph company, the Budapest Telephone Exchange. Upon arrival, Tesla realized that the company, then under construction, was not fu",the Budapest Telephone Exchange
Baseline,dense_faiss,Where was the Continental Edison Company located? ,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Baseline,dense_faiss,"In June 1884, where did Tesla relocate? ",New York City,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Baseline,dense_faiss,Who hired Tesla when he moved to New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_faiss,Where did Tesla begin working in 1884?,Edison Machine Works,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",New York City
Baseline,dense_faiss,Where did Tesla begin a new job at in 1882?,Continental Edison Company,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Continental Edison Company
Baseline,dense_faiss,Where was the  Continental Edison Company located?,France,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",France
Baseline,dense_faiss,Who hired Tesla in New York?,Thomas Edison,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Thomas Edison
Baseline,dense_faiss,Where was Edison Machine Works located?,Manhattan's lower east side,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Manhattan's lower east side
Baseline,dense_faiss,Who did Tesla partner with in 1886?,Robert Lane and Benjamin Vail,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",Alfred S. Brown
Baseline,dense_faiss,What was the name of the company the businessmen financed? ,Tesla Electric Light & Manufacturing,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla Electric Light & Manufacturing
Baseline,dense_faiss,Who designed the illumination systems that Tesla Electric Light & Manufacturing installed?,Tesla,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla
Baseline,dense_faiss,Who was Alfred S brown?,a Western Union superintendent,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",a Western Union superintendent
Baseline,dense_faiss,Where would profits go in this new company?,"⅓ to Tesla, ⅓ to Peck and Brown, and ⅓ to fund development","For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro","through sponsors including Apple, Google, Yahoo!, Intel, Gap, Chevron, and Dignity Health"
Baseline,dense_faiss,Where was a lab for Tesla set up?,Manhattan,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Baseline,dense_faiss,Who else did Tesla make the acquaintance of in 1886?,Charles F. Peck,"Tesla was a good friend of Francis Marion Crawford, Robert Underwood Johnson, Stanford White, Fritz Lowenstein, George Scherff, and Kenneth Swezey. In middle age, Tesla became a close friend of Mark T",George Sylvester Viereck
Baseline,dense_faiss,Where was Tesla's new lab?,89 Liberty Street in Manhattan,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Baseline,dense_faiss,Who was Thomas Commerford Martin?,editor of Electrical World magazine,"In 1888, the editor of Electrical World magazine, Thomas Commerford Martin (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at",editor of Electrical World magazine
Baseline,dense_faiss,Who arranged for Tesla to demonstrate his system at the IEEE?,Thomas Commerford Martin,"Tesla went on to pursue his ideas of wireless lighting and electricity distribution in his high-voltage, high-frequency power experiments in New York and Colorado Springs, and made early (1893) pronou",Wardenclyffe Tower
Baseline,dense_faiss,Who edited Electrical World magazine?,Thomas Commerford Martin,"In 1888, the editor of Electrical World magazine, Thomas Commerford Martin (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at",Thomas Commerford Martin
Baseline,dense_faiss,Who wanted to acquire patents an AC motor.,George Westinghouse,"Tesla's demonstration of his induction motor and Westinghouse's subsequent licensing of the patent, both in 1888, put Tesla firmly on the ""AC"" side of the so-called ""War of Currents,"" an electrical di",Westinghouse
Baseline,dense_faiss,Who other than Tesla did Westinghouse consider for the patents?,Galileo Ferraris,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",Brown
Baseline,dense_faiss,What was the name of Westinghouse's company?,Westinghouse Electric & Manufacturing Company,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",General Electric
Baseline,dense_faiss,Who hired Tesla in 1888?,George Westinghouse,"In late 1886 Tesla met Alfred S. Brown, a Western Union superintendent, and New York attorney Charles F. Peck. The two men were experienced in setting up companies and promoting inventions and patents",Charles F. Peck
Baseline,dense_faiss,In which city was Tesla's consultant job for Westinghouse?,Pittsburgh,"In July 1888, Brown and Peck negotiated a licensing deal with George Westinghouse for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per",Pittsburgh
Baseline,dense_faiss,Where did Tesla work in 1888?,Pittsburgh,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works on Manhattan's lower east side
Baseline,dense_faiss,Who was the War of Currents waged between? ,Thomas Edison and George Westinghouse,"A few years after the First Crusade, in 1107, the Normans under the command of Bohemond, Robert's son, landed in Valona and besieged Dyrrachium using the most sophisticated military equipment of the t",the Normans and the Byzantines
Baseline,dense_faiss,Who was Westinghouse's chief rival?,Thomas Edison,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",General Electric
Baseline,dense_faiss,Who took control of Edison's company.,General Electric,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Tesla
Baseline,dense_faiss,"In 1893, who won the bid to light the World's Columbian Exposition?",George Westinghouse,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fai",George Westinghouse
Baseline,dense_faiss,Where was the 1893 World's Columbian Exposition held?,Chicago,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fai",Chicago
Baseline,dense_faiss,Who did George Westinghouse beat out to light the World's Columbian Exposition?,General Electric,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fai",General Electric
Baseline,dense_faiss,Who outbid General Electric to provide light to the World's Columbian Exposition?,George Westinghouse,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fai",George Westinghouse
Baseline,dense_faiss,Where did the Exposition take place?,Chicago,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. The Warsaw Uprising Museum also o,Warsaw Historical Museum
Baseline,dense_faiss,Who headed the Niagara Falls Cataract Construction Company in 1893?,Richard Dean Adams,"In 1893 Richard Dean Adams, who headed up the Niagara Falls Cataract Construction Company sought Tesla's opinion on what system would be best to transmit power generated at the falls. Over several yea",Richard Dean Adams
Baseline,dense_faiss,Who was the head of the company?,Richard Dean Adams,"After leaving Edison's company Tesla partnered with two businessmen in 1886, Robert Lane and Benjamin Vail, who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & M",Edison
Baseline,dense_faiss,Who financed General Electric's attempts to takeover Westinghouse?,J. P. Morgan,"The mid 1890s saw the conglomerate General Electric, backed by financier J. P. Morgan, involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement ",J. P. Morgan
Baseline,dense_faiss,Where was Tesla's laboratory established?,New York,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Baseline,dense_faiss,Who was Tesla trying to photograph when he accidentally took the X-Ray image?,Mark Twain,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ",Mark Twain
Baseline,dense_faiss,where do plasma waves occur? ,force-free magnetic fields,"Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various c",force-free magnetic fields
Baseline,dense_faiss,Where are longitudinal waves found?,force-free magnetic fields,The plain moraine plateau has only a few natural and artificial ponds and also groups of clay pits. The pattern of the Vistula terraces is asymmetrical. The left side consist mainly of two levels: the,The left side consist mainly of two levels: the highest one contains former flooded terraces and the lowest one the flood plain terrace. The contemporary flooded terrace still has visible valleys and ground depressions with water systems coming from the Vistula old – riverbed. They consist of still quite natural streams and lakes as well as the pattern of drainage ditches. The right side of Warsaw has a different pattern of geomorphological forms. There are several levels of the plain Vistula terraces (flooded as well as former flooded once) and only small part and not so visible moraine escarpment. Aeolian sand with a number of dunes parted by peat swamps or small ponds cover the highest terrace. These are mainly forested areas (pine forest).
Baseline,dense_faiss,Where can Tesla's theories as to what caused the skin damage be found?,In his many notes,"Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various c",In his many notes on the early investigation of this phenomenon
Baseline,dense_faiss,"Who called their system the ""Tesla Polyphase System""?",Westinghouse Electric,At the beginning of 1893 Westinghouse engineer Benjamin Lamme had made great progress developing an efficient version of Tesla's induction motor and Westinghouse Electric started branding their comple,Westinghouse Electric
Baseline,dense_faiss,Who demonstrated the Egg of Columbus?,Tesla,Tesla also explained the principles of the rotating magnetic field in an induction motor by demonstrating how to make a copper egg stand on end using a device he constructed known as the Egg of Columb,Tesla
Baseline,dense_faiss,Where was the boat demonstration given?,Madison Square Garden,"In 1898, Tesla demonstrated a radio-controlled boat—which he dubbed ""teleautomaton""—to the public during an electrical exhibition at Madison Square Garden. The crowd that witnessed the demonstration m",Madison Square Garden
Baseline,dense_faiss,Who first sent radio waves across the Atlantic?,Marconi,"In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an ""electric ray"" of ""tremendous fre",Tesla
Baseline,dense_faiss, Where did he claim he would transport energy to?,Paris,"Tesla was generally antagonistic towards theories about the conversion of matter into energy.:247 He was also critical of Einstein's theory of relativity, saying:",matter
Baseline,dense_faiss,Where was Wardenclyffe located?,"near Shoreham, Long Island","The Colorado experiments had prepared Tesla for the establishment of the trans-Atlantic wireless telecommunications facility known as Wardenclyffe near Shoreham, Long Island.","near Shoreham, Long Island"
Baseline,dense_faiss,Who did Tesla try to get money from?,Morgan,"Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000",his patents in European countries
Baseline,dense_faiss,Where did he work on the oscillators?,Houston Street lab,"Tesla invented a steam-powered mechanical oscillator—Tesla's oscillator. While experimenting with mechanical oscillators at his Houston Street lab, Tesla allegedly generated a resonance of several bui",Houston Street lab
Baseline,dense_faiss,Who approved of this plan?,William H. Maxwell,"Tesla theorized that the application of electricity to the brain enhanced intelligence. In 1912, he crafted ""a plan to make dull students bright by saturating them unconsciously with electricity,"" wir",William H. Maxwell
Baseline,dense_faiss,Where did Tesla look for investors prior to WWI?,overseas,"Before World War I, Tesla sought overseas investors. After the war started, Tesla lost the funding he was receiving from his patents in European countries. Eventually, he sold Wardenclyffe for $20,000",overseas
Baseline,dense_faiss,Who played a part in the development of radar in France?,Émile Girardeau,"In the August 1917 edition of the magazine Electrical Experimenter Tesla postulated that electricity could be used to locate submarines via using the reflection of an ""electric ray"" of ""tremendous fre",Émile Girardeau
Baseline,dense_faiss,Who did Reuters claim won the 1915 Nobel prize in Physics?,Thomas Edison and Nikola Tesla,"On 6 November 1915, a Reuters news agency report from London had the 1915 Nobel Prize in Physics awarded to Thomas Edison and Nikola Tesla; however, on 15 November, a Reuters story from Stockholm stat",Thomas Edison and Nikola Tesla
Baseline,dense_faiss,Who actually won the prize?,Sir William Henry Bragg and William Lawrence Bragg,"In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).",Tesla
Baseline,dense_faiss,Who received a bid in 1915?,Edison,"In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).",Edison
Baseline,dense_faiss,Who did Tesla refuse to see following the accident?,a doctor,"Tesla later approached Morgan to ask for more funds to build a more powerful transmitter. When asked where all the money had gone, Tesla responded by saying that he was affected by the Panic of 1901, ",Morgan
Baseline,dense_faiss,Where can the Treatise be found?,Nikola Tesla Museum archive,"Earlier papers studying problems solvable by Turing machines with specific bounded resources include  John Myhill's definition of linear bounded automata (Myhill 1960), Raymond Smullyan's study of rud","Earlier papers studying problems solvable by Turing machines with specific bounded resources include John Myhill's definition of linear bounded automata (Myhill 1960), Raymond Smullyan's study of rudimentary sets (1961), as well as Hisao Yamada's paper on real-time computations (1962)"
Baseline,dense_faiss,Where did he claim the blueprint was stored?,in his mind.,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",his mind
Baseline,dense_faiss,"According to Tesla what had been gone over by the thieves, or spies who entered his room?",his papers,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",papers
Baseline,dense_faiss,Who first discovered his body?,maid Alice Monaghan,"On 7 January 1943, at the age of 86, Tesla died alone in room 3327 of the New Yorker Hotel. His body was later found by maid Alice Monaghan after she had entered Tesla's room, ignoring the ""do not dis",Alice Monaghan
Baseline,dense_faiss,Who analyzed Tesla's belongings?,John G. Trump,"During the period in which the negotiations were being conducted, Tesla said that efforts had been made to steal the invention. His room had been entered and his papers had been scrutinized, but the t",thieves
Baseline,dense_faiss,To where were the belongings taken?,Manhattan Storage and Warehouse Company,"In 1952, following pressure from Tesla's nephew, Sava Kosanović, Tesla's entire estate was shipped to Belgrade in 80 trunks marked N.T. In 1957, Kosanović's secretary Charlotte Muzar transported Tesla",Belgrade
Baseline,dense_faiss,Who gave Tesla's eulogy? ,New York City mayor Fiorello La Guardia,"Tesla was generally antagonistic towards theories about the conversion of matter into energy.:247 He was also critical of Einstein's theory of relativity, saying:",Einstein
Baseline,dense_faiss,Who wrote the eulogy?,Louis Adamic,"Tesla wrote a number of books and articles for magazines and journals. Among his books are My Inventions: The Autobiography of Nikola Tesla, compiled and edited by Ben Johnston; The Fantastic Inventio",David Hatcher Childress
Baseline,dense_faiss,Where was the funeral held?,the Cathedral of Saint John the Divine,"On 10 January 1943, New York City mayor Fiorello La Guardia read a eulogy written by Slovene-American author Louis Adamic live over the WNYC radio while violin pieces ""Ave Maria"" and ""Tamo daleko"" wer",Cathedral of Saint John the Divine
