anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,sparse_bm25,Who recovered a Manning fumble?,Ealy,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, [PERSON] stripped the ball away f",[PERSON]
Placeholder,sparse_bm25,Who caught a 16-yard pass on this drive?,Devin Funchess,"The Panthers offense, which led the NFL in scoring (500 points), was loaded with talent, boasting six Pro Bowl selections. Pro Bowl quarterback [PERSON] had one of his best seasons, throwing for 3,837",[PERSON]
Placeholder,sparse_bm25,Who had a 12-yard rush on this drive?,Stewart,"There would be no more scoring in the third quarter, but early in the fourth, the Broncos drove to the Panthers 41-yard line. On the next play, [PERSON] knocked the ball out of [PERSON]'s hand as he w",[PERSON]
Placeholder,sparse_bm25,Who knocked the ball out of Manning's hands on the next play?,Ealy,"There would be no more scoring in the third quarter, but early in the fourth, the Broncos drove to the Panthers 41-yard line. On the next play, [PERSON] knocked the ball out of [PERSON]'s hand as he w",[PERSON]
Placeholder,sparse_bm25,Where was the ball recovered?,50-yard line.,"Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",Lower Real Gymnasium
Placeholder,sparse_bm25,What is the last name of the player who bumped the ball away from Manning in the fourth quarter of Super Bowl 50?,Ealy,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Manning
Placeholder,sparse_bm25,Who fumbled the ball on 3rd-and-9?,Newton,The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to [PERSON] on the Denver 35-yard line on their second offensive play. But the Bronco,[PERSON]
Placeholder,sparse_bm25,Who was the receiver on the successful 2-point conversion?,Bennie Fowler,"In 1096, Crusaders passing by the siege of Amalfi were joined by [PERSON] of Taranto and his nephew [PERSON] with an army of Italo-Normans. [PERSON] was the de facto leader of the Crusade during its p",Tancred was instrumental in the conquest of Jerusalem and he worked for the expansion of the Crusader kingdom in Transjordan and the region of Galilee.
Placeholder,sparse_bm25,Who stripped the ball from Newton on a 3rd and nine?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, [PERSON] stripped the ball away f",[PERSON]
Placeholder,sparse_bm25,Who recovered the strip ball?,wards,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, [PERSON] stripped the ball away f",[PERSON]
Placeholder,sparse_bm25,What was the last name of the player who took the ball away from Newton late in the fourth quarter?,Miller,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, [PERSON] stripped the ball away f",Person
Placeholder,sparse_bm25,What is the last name of the player who finally recovered the ball Newton lost in the fourth quarter?,wards,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Newton
Placeholder,sparse_bm25,What is the last name of the player who scored a 2-yard touchdown in the fourth quarter?,Anderson,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Jones
Placeholder,sparse_bm25,Who was the game's leading rusher?,Anderson,[PERSON] finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. [PERSON] was his top receiver with six receptions for 83 yards. [PERSON] was the game's leading rusher with,[PERSON]
Placeholder,sparse_bm25,Who was the game's top receiver?,Sanders,[PERSON] finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. [PERSON] was his top receiver with six receptions for 83 yards. [PERSON] was the game's leading rusher with,[PERSON]
Placeholder,sparse_bm25,What is the last name of the player who was Manning's top receiver for Super Bowl 50?,Sanders,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",Newton
Placeholder,sparse_bm25,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,Anderson,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Warsaw
Placeholder,sparse_bm25,"Who returned a punt for 61 yards, setting a new Super Bowl record?",Jordan Norwood,"After a punt from both teams, Carolina got on track with a 9-play, 73-yard scoring drive. Newton completed 4 of 4 passes for 51 yards and rushed twice for 25 yards, while [PERSON] finished the drive w",Norwood
Placeholder,sparse_bm25,Who is the only quarterback to win a Super Bowl with two teams?,Manning,Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first do,[PERSON]
Placeholder,sparse_bm25,Who did the Broncos tie with the most sacks in a Super Bowl?,Chicago Bears,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]","[PERSON] compiled 512 sacks, four forced fumbles, and four interceptions, while [PERSON] led the team in tackles (118) forced two fumbles, and intercepted four passes of his own. Carolina's secondary featured Pro Bowl safety [PERSON], who led the team with a career high seven interceptions, while also racking up 88 tackles and Pro Bowl cornerback [PERSON], who developed into a shutdown corner during the season and had four interceptions, two of which were returned for touchdowns."
Placeholder,sparse_bm25,Who was one of the most famous people born in Warsaw?,Maria Skłodowska-Curie,"One of the most famous people born in Warsaw was [PERSON], who achieved international recognition for her research on radioactivity and was the first female recipient of the Nobel Prize. Famous musici",[PERSON]
Placeholder,sparse_bm25,Who was Frédéric Chopin?,Famous musicians,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Piano
Placeholder,sparse_bm25,Who designed the garden for the University Library?,Irena Bajerska,"Another important library – the University Library, founded in 1816, is home to over two million items. The building was designed by architects [PERSON] and [PERSON] and opened on 15 December 1999. It",[PERSON]
Placeholder,sparse_bm25,Where are some of the best medical facilities in East-Central Europe located?,Warsaw,"Today, Warsaw has some of the best medical facilities in Poland and East-Central Europe. The city is home to the Children's Memorial Health Institute (CMHI), the highest-reference hospital in all of P",Warsaw
Placeholder,sparse_bm25,Where is the Congress Hall located?,in the Palace of Culture and Science,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Palace of Culture and Science
Placeholder,sparse_bm25,Where is the Jazz Jamboree hosted?,Warsaw,"Thanks to numerous musical venues, including the Teatr Wielki, the Polish National Opera, the Chamber Opera, the National Philharmonic Hall and the National Theatre, as well as the Roma and Buffo musi",Warsaw
Placeholder,sparse_bm25,Where was the Summer Theatre located?,Saxon Garden,"Nearby, in [PERSON] (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included [PERSON], Warsaw's first literary cabaret,","in [PERSON] (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included [PERSON], Warsaw's first literary cabaret, and [PERSON] musical theatre Melodram"
Placeholder,sparse_bm25,Where can a tribute to the fall of Warsaw be found?,Warsaw Uprising Museum,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. The Warsaw Uprising Museum also o,Warsaw Uprising Museum
Placeholder,sparse_bm25,Where in Warsaw are patriotic and political objects connected with Poland's struggles for Independence found?,Museum of Independence,A fine tribute to the fall of Warsaw and history of Poland can be found in the Warsaw Uprising Museum and in the Katyń Museum which preserves the memory of the crime. The Warsaw Uprising Museum also o,Warsaw Uprising Museum
Placeholder,sparse_bm25,Who won the Ekstraklasa Championship in 2000?,Polonia Warsaw,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Polonia Warsaw
Placeholder,sparse_bm25,Where is Polonia's home venue located?,at Konwiktorska Street,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twi",Konwiktorska Street
Placeholder,sparse_bm25,Where did two of Triton's daughters set out on a journey through?,depths of the oceans and seas,"The origin of the legendary figure is not fully known. The best-known legend, by [PERSON], is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. On",the depths of the oceans and seas
Placeholder,sparse_bm25,Where did one of Triton's daughters decide she wanted to hang out and stay?,coast of Denmark,"The origin of the legendary figure is not fully known. The best-known legend, by [PERSON], is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. On",on the coast of Denmark
Placeholder,sparse_bm25,Where was the famous artist Tamara de Lempicka born?,Warsaw,[PERSON] was a famous artist born in Warsaw. She was born [PERSON] in Warsaw to wealthy parents and in 1916 married a Polish lawyer [PERSON]. Better than anyone else she represented the Art Deco style,Warsaw
Placeholder,sparse_bm25,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,[PERSON] was a famous artist born in Warsaw. She was born [PERSON] in Warsaw to wealthy parents and in 1916 married a Polish lawyer [PERSON]. Better than anyone else she represented the Art Deco style,[PERSON]
Placeholder,sparse_bm25,Who ranked Warsaw as the 32nd most liveable city in the world?,Economist Intelligence Unit,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Economist Intelligence Unit
Placeholder,sparse_bm25,What is the name of the European Union agency for external border security?,Frontex,In 2012 the Economist Intelligence Unit ranked Warsaw as the 32nd most liveable city in the world. It was also ranked as one of the most liveable cities in Central Europe. Today Warsaw is considered a,Frontex
Placeholder,sparse_bm25,Who moved his court from Kraków to Warsaw in 1596?,King Sigismund III Vasa,"In 1529, Warsaw for the first time became the seat of the General [PERSON], permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",King Sigismund III Vasa
Placeholder,sparse_bm25,Who was Warsz?,12th/13th-century nobleman,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",a quarterback on both teams who was the #1 pick in their draft classes
Placeholder,sparse_bm25,What is the full official city name of Warsaw?,miasto stołeczne Warszawa,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",[PERSON]
Placeholder,sparse_bm25,Who was Boleslaw II of Masovia?,The Prince of Płock,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ","sister of Duke [PERSON] of Normandy, and King Ethelred II of England"
Placeholder,sparse_bm25,Who did Warsaw serve as the seat for in 1529?,General Sejm,"In 1529, Warsaw for the first time became the seat of the General [PERSON], permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in ",General [PERSON]
Placeholder,sparse_bm25,Whose army liberated Warsaw in 1806?,Napoleon's,"Warsaw remained the capital of the Polish–Lithuanian Commonwealth until 1796, when it was annexed by the Kingdom of Prussia to become the capital of the province of South Prussia. Liberated by Napoleo",Napoleon's
Placeholder,sparse_bm25,Who set up what became the Second Polish Republic?,underground leader Piłsudski,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",underground leader [PERSON]
Placeholder,sparse_bm25,Who was Warsaw under the administration of when it came under the rule of the General Goverment?,a German Nazi colonial administration,"After the German Invasion of Poland on 1 September 1939 began the Second World War, Warsaw was defended till September 27. Central Poland, including Warsaw, came under the rule of the General Governme",German Nazi colonial administration
Placeholder,sparse_bm25,Where did John Paul II celebrate Mass in Warsaw?,Victory Square,"On 10 January 1943, New York City mayor [PERSON] read a eulogy written by Slovene-American author [PERSON] live over the WNYC radio while violin pieces ""Ave Maria"" and ""[PERSON]"" were played in the ba",Cathedral of Saint John the Divine
Placeholder,sparse_bm25,Where is the lowest point of Warsaw located?,at the right bank of the Vistula,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany. The city straddles the Vi","at the right bank of the Vistula, by the eastern border of Warsaw"
Placeholder,sparse_bm25,Where can Aeolian sand with a number of dunes be found?,plain Vistula terraces,The plain moraine plateau has only a few natural and artificial ponds and also groups of clay pits. The pattern of the Vistula terraces is asymmetrical. The left side consist mainly of two levels: the,forested areas (pine forest)
Placeholder,sparse_bm25,What was the name of the infamous German Gestapo prison?,Pawiak,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",Pawiak
Placeholder,sparse_bm25,Who does the statue of Little Insurgent commemorate?,children,"There are also many places commemorating the heroic history of Warsaw. Pawiak, an infamous German Gestapo prison now occupied by a Mausoleum of Memory of Martyrdom and the museum, is only the beginnin",children who served as messengers and frontline troops in the Warsaw Uprising
Placeholder,sparse_bm25,Where is a palm house with subtropic plants from all over the world on display?,New Orangery,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",New Orangery
Placeholder,sparse_bm25,Where was the first horse racetrack located?,Pole Mokotowskie,"Other green spaces in the city include the Botanic Garden and the University Library garden. They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New",Pole Mokotowskie
Placeholder,sparse_bm25,Where is Bielany Forest located?,within the borders of Warsaw,The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial,within the borders of Warsaw
Placeholder,sparse_bm25,Who in Warsaw has the power of legislative action?,Warsaw City Council,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council ([PERSON]), which comprises 60 members. Council members are elected directly every four years. Like most legislative bodies, t",Warsaw City Council
Placeholder,sparse_bm25,Who was the first Warsaw President?,Jan Andrzej Menich,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",[PERSON] (1695–1696)
Placeholder,sparse_bm25,Who has elected the President of Warsaw since 1990?,the City council,"The mayor of Warsaw is called President. Generally, in Poland, the mayors of bigger cities are called presidents – i.e. such cities, which have over 100,000 people or these, where already was presiden",City council
Placeholder,sparse_bm25,Whose former headquarters was the WSE located in until 2000?,Polish United Workers' Party,"Warsaw's first stock exchange was established in 1817 and continued trading until World War II. It was re-established in April 1991, following the end of the post-war communist control of the country ",Polish United Workers' Party
Placeholder,sparse_bm25,Who bought the factory in 2005?,AvtoZAZ,"The FSO Car Factory was established in 1951. A number of vehicles have been assembled there over the decades, including the Warszawa, Syrena, Fiat 125p (under license from Fiat, later renamed FSO 125p",AvtoZAZ
Placeholder,sparse_bm25,Where does Warsaw rank in terms of population in the EU?,9th,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W",unanswerable
Placeholder,sparse_bm25,Who was the Norse leader?,Rollo,"Before Rollo's arrival, its populations did not differ from [PERSON] or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided be",Norse
Placeholder,sparse_bm25,Who was the duke in the battle of Hastings?,William the Conqueror,"In 1066, Duke [PERSON] of Normandy conquered England killing [PERSON] at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. Th",[PERSON] of Normandy
Placeholder,sparse_bm25,Who ruled the duchy of Normandy,Richard I,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King [PERSON] of West Francia and the famed Viking ruler Rollo
Placeholder,sparse_bm25,Who did Rollo sign the treaty of Saint-Clair-sur-Epte with?,King Charles III,"In the course of the 10th century, the initially destructive incursions of Norse war bands into the rivers of France evolved into more permanent encampments that included local women and personal prop",King [PERSON] of West Francia
Placeholder,sparse_bm25,Who upon arriving gave the original viking settlers a common identity?,Rollo,"Before Rollo's arrival, its populations did not differ from [PERSON] or the Île-de-France, which were considered ""Frankish"". Earlier Viking settlers had begun arriving in the 880s, but were divided be",Rollo
Placeholder,sparse_bm25,Whose shrine did the pilgrims go to in 1016?,Archangel Michael,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",the Archangel Michael
Placeholder,sparse_bm25,Where was the Archangel Michael shrine located?,Monte Gargano,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Monte Gargano
Placeholder,sparse_bm25,What was the name of the leader ennobled by Henry III,Drogo,"Warsaw was occupied by Germany from 4 August 1915 until November 1918. The Allied Armistice terms required in Article 12 that Germany withdraw from areas controlled by Russia in 1914, which included W","[PERSON] returned to Warsaw on 11 November and set up what became the Second Polish Republic, with Warsaw the capital. In the course of the Polish-Bolshevik War of 1920, the huge Battle of Warsaw was successfully defended and the Red Army defeated. Poland stopped by itself the full brunt of the Red Army and defeated an idea of the ""export of the revolution""."
Placeholder,sparse_bm25,Who was Count of Melfi,William Iron Arm,"[PERSON] took the title of King of the Canary Islands, as vassal to [PERSON] of Castile. In 1418, [PERSON]'s nephew [PERSON] sold the rights to the islands to [PERSON], 2nd Count de Niebla.",2nd Count de Niebla
Placeholder,sparse_bm25,Who controlled Sicily before the Normans?,Saracens,"From these bases, the Normans eventually captured Sicily and Malta from the Saracens, under the leadership of the famous [PERSON], a Hauteville, and his younger brother [PERSON]. [PERSON]'s son, [PERS",the Saracens
Placeholder,sparse_bm25,Where was William Iron Arm's castle located?,Squillace,"Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",Austrian Empire
Placeholder,sparse_bm25,"Who was the Normans' main enemy in Italy, the Byzantine Empire and Armenia?",Seljuk Turks,"Soon after the Normans began to enter Italy, they entered the Byzantine Empire and then Armenia, fighting against the Pechenegs, the Bulgars, and especially the Seljuk Turks. [PERSON] mercenaries were","Pechenegs, the Bulgars, and especially the Seljuk Turks"
Placeholder,sparse_bm25,Who ruined Roussel de Bailleul's plans for an independent state?,Alexius Komnenos,"In 1096, Crusaders passing by the siege of Amalfi were joined by [PERSON] of Taranto and his nephew [PERSON] with an army of Italo-Normans. [PERSON] was the de facto leader of the Crusade during its p",Tancred
Placeholder,sparse_bm25,What was the name of the Norman castle?,Afranji,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",Mariensztat
Placeholder,sparse_bm25,Who was the leader when the Franks entered the Euphrates valley?,Oursel,"Opportunistic bands of Normans successfully established a foothold in Southern Italy (the Mezzogiorno). Probably as the result of returning pilgrims' stories, the Normans entered the Mezzogiorno as wa",Prince Guaimar III
Placeholder,sparse_bm25,Who did the Normans team up with in Anatolia?,Turkish forces,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections. Pro Bowl defensive tackle [PERSON]",Panthers
Placeholder,sparse_bm25,What was the name of the count of Apulia ,Robert Guiscard,"The two most prominent [PERSON] families to arrive in the Mediterranean were descendants of Tancred of Hauteville and the [PERSON] family, of whom Rainulf Drengot received the county of Aversa, the fi",Rainulf Drengot
Placeholder,sparse_bm25,Where did the Normans and Byzantines sign the peace treaty?,Deabolis,"A few years after the First Crusade, in 1107, the Normans under the command of [PERSON], [PERSON]'s son, landed in [PERSON] and besieged Dyrrachium using the most sophisticated military equipment of t",Deabolis
Placeholder,sparse_bm25,Who was Robert's son?,Bohemond,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Where was Dyrrachium located?,the Adriatic,"Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",Austrian Empire
Placeholder,sparse_bm25,Who did Emma Marry?,King Ethelred II,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. [PERSON] described him as attaini",Tesla
Placeholder,sparse_bm25,Who was Emma's brother?,Duke Richard II,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,To where did Ethelred flee?,Normandy,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Prague
Placeholder,sparse_bm25,Who kicked Ethelred out?,Sweyn Forkbeard,"The Normans were in contact with England from an early date. Not only were their original Viking brethren still ravaging the English coasts, they occupied most of the important ports opposite England ",Sweyn Forkbeard
Placeholder,sparse_bm25,Who was Edward the Confessor's half-brother?,Harthacnut,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who did Edward make archbishop of Canterbury?,Robert of Jumièges,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. [PERSON] described him as attaini",Tesla
Placeholder,sparse_bm25,Where did Harold II die?,Battle of Hastings,"In January 1880, two of Tesla's uncles put together enough money to help him leave [PERSON] for Prague where he was to study. Unfortunately, he arrived too late to enroll at Charles-Ferdinand Universi",Prague
Placeholder,sparse_bm25,Who killed Harold II? ,William II,"Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",[PERSON]
Placeholder,sparse_bm25,Who was the ruling class ahead of the Normans?,Anglo-Saxons,"In 1066, Duke [PERSON] of Normandy conquered England killing [PERSON] at the Battle of Hastings. The invading Normans and their descendants replaced the Anglo-Saxons as the ruling class of England. Th",Anglo-Saxons
Placeholder,sparse_bm25,Who was Margaret's brother?,Edgar,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who was Margaret's husband?,King Malcolm III of Scotland,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who was the hostage?,Duncan,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who did Alexander I marry?,Sybilla of Normandy,"Tesla never married; he said his chastity was very helpful to his scientific abilities.:33 However, toward the end of his life, he told a reporter, ""Sometimes I feel that by not marrying, I made too g","women vying for Tesla's affection, even some madly in love with him"
Placeholder,sparse_bm25,Where was Ralph earl of?,Hereford,"Tesla was the fourth of five children. He had an older brother named [PERSON] and three sisters, Milka, [PERSON] and [PERSON]. [PERSON] was killed in a horse-riding accident when Nikola was five. In 1",Austrian Empire
Placeholder,sparse_bm25,Who was Ralph in charge of being at war with?,the Welsh,"Tesla exhibited a pre-atomic understanding of physics in his writings; he disagreed with the theory of atoms being composed of smaller subatomic particles, stating there was no such thing as an electr",Tesla
Placeholder,sparse_bm25,Who made Ralph earl?,Edward the Confessor,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one los",[PERSON]
Placeholder,sparse_bm25,Who was in charge of the papal army in the War of Barbastro?,William of Montreuil,The legendary religious zeal of the Normans was exercised in religious wars long before the First Crusade carved out a [PERSON] principality in Antioch. They were major foreign participants in the Rec,[PERSON] of Montreuil
Placeholder,sparse_bm25,What was the name of Bohemond's nephew?,Tancred,"Warsaw's name in the Polish language is [PERSON], approximately /vɑːrˈʃɑːvə/ (also formerly spelled [PERSON] and [PERSON]), meaning ""belonging to [PERSON]"", [PERSON] being a shortened form of the masc",[PERSON]
Placeholder,sparse_bm25,Who was Richard's fiancee?,Berengaria,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",[PERSON]
Placeholder,sparse_bm25,Who ruled Cyprus in 1191?,Isaac Komnenos,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of [PERSON]
Placeholder,sparse_bm25,Who was Guy's Rival?,Conrad of Montferrat,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. [PERSON] was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2",Newton
Placeholder,sparse_bm25,Who led Richard's troops when Cyprus was conquered?,Guy de Lusignan,"While in Limassol, [PERSON] the Lion-Heart married [PERSON] of Navarre, first-born daughter of King [PERSON] of [PERSON]. The wedding was held on 12 May 1191 at the Chapel of St. George and it was att",[PERSON] of Navarre
Placeholder,sparse_bm25,Who did Berengaria of Navarre marry?,Richard the Lion-Heart,"Tesla was asocial and prone to seclude himself with his work. However, when he did engage in a social life, many people spoke very positively and admiringly of Tesla. [PERSON] described him as attaini",Tesla
Placeholder,sparse_bm25,Who became the King of the Canary Islands?,Bethencourt,"[PERSON] took the title of King of the Canary Islands, as vassal to [PERSON] of Castile. In 1418, [PERSON]'s nephew [PERSON] sold the rights to the islands to [PERSON], 2nd Count de Niebla.",[PERSON]
Placeholder,sparse_bm25,Who bought the rights?,Enrique Pérez de Guzmán,"In late November 2015, reports surfaced stating that ""multiple acts"" would perform during the halftime show. On December 3, the league confirmed that the show would be headlined by the British rock gr",Pepsi
Placeholder,sparse_bm25,Who sold the rights?,Maciot de Bethencourt,"[PERSON] took the title of King of the Canary Islands, as vassal to [PERSON] of Castile. In 1418, [PERSON]'s nephew [PERSON] sold the rights to the islands to [PERSON], 2nd Count de Niebla.",[PERSON]'s nephew
Placeholder,sparse_bm25,Where are Jersey and Guernsey,Channel Islands,The customary law of Normandy was developed between the 10th and 13th centuries and survives today through the legal systems of Jersey and Guernsey in the Channel Islands. [PERSON] customary law was t,in the Channel Islands
Placeholder,sparse_bm25,Who used the church to unify themselves?,dukes,"In the visual arts, the Normans did not have the rich and distinctive traditions of the cultures they conquered. However, in the early 11th century the dukes began a programme of church reform, encour",the dukes
Placeholder,sparse_bm25,Who commissioned the Tapestry?,Odo,"By far the most famous work of [PERSON] art is the Bayeux Tapestry, which is not a tapestry but a work of embroidery. It was commissioned by Odo, the Bishop of Bayeux and first [PERSON] of Kent, emplo",Odo
